coffee_id,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method
542,Mexico,pinzoneno,,la yerba,4,productos y servicios chilindron s.a. de c.v.,1059,cuarenteño,Catalina Rodriguez Mayorga,11,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,July 14 2015,productos y servicios chilindron s.a. de c.v.,Typica,,Natural / Dry
543,Mexico,fiech (mixed producers),,n/a,16,"tony's coffee and teas, inc.",1300,chiapas,FIECH,275,2 kg,Specialty Coffee Association,2015,June 11 2015,andrew bowman,Bourbon,,Washed / Wet
544,Brazil,fazenda pantano,,,999,expocaccer,1100,cerrado,GERSON NAIMEG,300,2 kg,Brazil Specialty Coffee Association,2014/2015,August 15 2014,expocaccer coop dos cafeic do cerrado ltda,Moka Peaberry,,Semi-washed / Semi-pulped
545,Uganda,sipi organic coffee project,,kawacom,0,kawacom uganda ltd,1650,eastern,Sipi organic coffee project,1,60 kg,Uganda Coffee Development Authority,2013,June 27 2014,kawacom uganda ltd,SL14,,Washed / Wet
546,Uganda,nyapea coffee farmers,,nyapea,0,nyapea coffee farmers association,1400,west nile,Nyapea coffee farmers association,1,60 kg,Uganda Coffee Development Authority,2013,June 27 2014,nyapea coffee farmers association,SL14,,Washed / Wet
547,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-27,"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISION, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,April 3 2014,juan luis alvarado romero,Bourbon,,Washed / Wet
548,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-84 (S.V.S.A),"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISIÓN, S.A.",26,69 kg,Asociacion Nacional Del Café,2014,March 7 2014,juan luis alvarado romero,Caturra,,Natural / Dry
549,Guatemala,,,,11-049-0093,thrive farmers,,,,1,2 kg,Specialty Coffee Association,2012,December 27 2013,rob tuttle,,,Washed / Wet
550,Colombia,,,,3-37-2864,racafe & cia s.c.a,1900,huila,,250,70 kg,Almacafé,2013,September 13 2013,racafe & cia s.c.a,Caturra,,Washed / Wet
551,Colombia,,,trilladora boananza,3-68-0145,exportadora de cafe condor s.a,1750,huila,,250,70 kg,Almacafé,2013,March 20 2013,exportadora de cafe condor s.a,Caturra,,Natural / Dry
552,Guatemala,finca los cerros y anexos,,beneficio exportacafe agua santa,11-52-492,exportcafe,1707,huehuetenango,OTTONIEL VILLATORO LOPEZ,250,69 kg,Asociacion Nacional Del Café,2013,March 11 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
553,Colombia,,,trilladora europa,3-259.0267,olam international ltd,1450,antioquia,,250,70 kg,Almacafé,2013,January 22 2013,olam agro colombia,Other,,Washed / Wet
554,Mexico,el regalito,,el regalito,0,,1248,petatlan,MARIA GUADALUPE GOMEZ ANZO,15,1 kg,AMECAFE,2012,July 26 2012,maria guadalupe gomez anzo,Typica,,Natural / Dry
555,Vietnam,"apollo co., ltd.",,"apollo co., ltd.",,royal base corporation,1040,don duong,"Apollo Co., Ltd.",1,2 kg,Specialty Coffee Association,2012,July 20 2012,royal base corporation,Other,,Natural / Dry
556,Mexico,el jabali,,comunidad la cumbre,1489,union de ejidos san fernando de ri,1400,la cumbre,WERCLEIN HERNANDEZ SERRANO ID.-1506728641,100,1 kg,AMECAFE,2012,March 5 2012,veronica lopez castillejos,Typica,,Washed / Wet
557,United States (Hawaii),,,,2200301,cqi,,kona,,8,100 lbs,Specialty Coffee Association,2012,February 23 2012,kona pacific farmers cooperative,Hawaiian Kona,,Washed / Wet
558,Colombia,,,,3-37-2759,,1450,cauca,,250,70 kg,Almacafé,Abril - Julio /2011,July 19 2011,racafe & cia s.c.a,,,
559,Thailand,doi tung development project,,,,,,,Doi Tung Development Project,2,1 lbs,Specialty Coffee Association,,April 13 2010,doi tung development project,,,
560,Kenya,jungle estate,01NG011,nkg mills,,keremara limited,1754,nyeri,KEREMARA LIMITED,27,50 kg,Kenya Coffee Traders Association,2017,October 13 2017,jungle estate,SL28,,Washed / Wet
561,Guatemala,piamonte,11/23/0513,beneficio ixchel,11/23/0513,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,June 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
562,Brazil,capoeirinha,259/15,dry mill,002/1660/0047,ipanema coffees,905,south of minas,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2015,February 6 2017,ipanema coffees,Yellow Bourbon,,Pulped natural / honey
563,El Salvador,el barbaro,1,santa adelaida,09-0488-1,consejo salvadoreño del café,1250,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2016,April 8 2016,consejo salvadoreño del café,Pacas,,Washed / Wet
564,Rwanda,gicumbi,102,coffee business center (cbc) dry mill,,bufcoffee ltd,1900,gicumbi,Bufcoffee_Gicumbi,150,60 kg,Specialty Coffee Association,2015,March 25 2016,samuel muhirwa,Bourbon,,Washed / Wet
565,Vietnam,apollo estate,,apollo estate,,"sunvirtue co., ltd.",1040,vietnam tutra,"Yeh, Li Chuan",3,2 kg,Specialty Coffee Association,2014,January 19 2016,"sunvirtue co., ltd.",Other,,Other
566,Guatemala,el papaturro,,beneficio ixchel,11/23/0578,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,80,69 kg,Asociacion Nacional Del Café,2015,July 20 2015,juan luis alvarado romero,Bourbon,,Washed / Wet
567,Brazil,santa fé 2,,via seca,002/1495/0695,cafebras comercio de cafés do brasil sa,900,cerrado,Antonio Batista Francisquine,300,60 kg,Brazil Specialty Coffee Association,2015,May 26 2015,cafebras,Catuai,,Natural / Dry
568,Colombia,,,,3015388,essence coffee,1600,huila,Mercedes Narvaez,100,24 kg,Blossom Valley International,2014,March 21 2015,essencecoffee,Other,,Washed / Wet
569,United States,"kampung keling, jumaraj, gurusinga, gongsol",,pt. olam indonesia,015/1691/065,olam specialty coffee,1200,berastagi,PT. Olam Indonesia,300,60 kg,Specialty Coffee Association,2014,February 20 2015,joshua marsceau,Other,,Other
570,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-27,"siembras vision, s.a.",1500,antigua,"SIEMBRAS VISIÓN, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,March 24 2014,juan luis alvarado romero,Bourbon,,Washed / Wet
571,Colombia,,,trilladora picaleña,3-320-0025,"coffeebythebag.com , inc.",1800,santander,Mrs. Galeano,40,1 kg,Almacafé,2013,January 20 2014,"coffeebythebag.com , inc",Typica,,Natural / Dry
572,Colombia,,,,3-37-1765,racafe & cia s.c.a,1775,huila,La Plata,125,70 kg,Almacafé,2013,May 10 2013,racafe & cia s.c.a,Caturra,,Washed / Wet
573,"Tanzania, United Republic Of",burka coffee estate,,rafiki (coffee) limited,033/DE/006/007,tcb,1400,arusha,BURKA COFFEE ESTATE,300,2 kg,Tanzanian Coffee Board,2012,April 19 2013,edwin agasso,Arusha,,Washed / Wet
574,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,August 30 2012,armando luis pohlenz martinez,Caturra,,Washed / Wet
575,Mexico,santa rosa,,,1104373099,ecomtrading,1250,veracruz,OLIVIA HERNANDEZ VIRUES,250,1 kg,AMECAFE,2012,July 11 2012,alfredo bojalil,Bourbon,,Washed / Wet
576,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0934,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,July 9 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
577,Mexico,finca nueva linda,,agroindustrias unidas de mexico,2222,ecomtrading,1380,la concordia,OCTAVIO MOGUEL FARRERA,250,1 kg,AMECAFE,2012,June 6 2012,alfredo bojalil,Typica,,Washed / Wet
578,El Salvador,several farms,,la majada cooperative,9-29-1991,,1200,santa ana,La Majada Cooperative,250,69 kg,Specialty Coffee Association,2010-2011,August 23 2011,the coffee source inc.,,,
579,Guatemala,providencia,11-43367-27,beneficio 2000,11-43367-27,inmobiliaria e inversiones dos mil s.a.,1100,santa rosa,PLANTACIONES AGROPECUARIAS S.A,275,69 kg,Asociacion Nacional Del Café,,January 9 2018,juan luis alvarado romero,Caturra,,Washed / Wet
580,Guatemala,linda vista,11-973-276,linda vista,11-973-276,mercon guatemala s.a.,1800,santa rosa,PABLO ARTURO CHUY FLORES,275,69 kg,Asociacion Nacional Del Café,2017,October 17 2017,juan luis alvarado romero,Caturra,,Washed / Wet
581,Guatemala,las merceditas,11/23/0693,beneficio ixchel,11/23/0693,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2017,September 19 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
582,Guatemala,las delicias,11/23/0632,beneficio ixchel,11/23/0632,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69 kg,Asociacion Nacional Del Café,2017,September 8 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
583,Guatemala,la esmeralda,11/23/0690,beneficio ixchel,11/23/0690,"unex guatemala, s.a.",1219,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,August 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
584,Indonesia,various,sran toraja,sapan toraja,,pt. shriya artha nusantara,1500,sapan toraja,vary farm,2,1 kg,Specialty Coffee Association of Indonesia,2017,August 8 2017,sanjava coffee,Sulawesi,,Other
585,Guatemala,la esmeralda,11/23/0369,beneficio ixchel,11/23/0369,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,June 1 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
586,Taiwan,大鋤花間 (hoe vs. flower coffee farm),2017台南市精品咖啡評鑑批次 Specialty Coffee Evaluation of Tainan 2017 lot.20161220,大鋤花間 (hoe vs. flower coffee farm),Taiwan,taiwan coffee laboratory,650,"台南市東山區( dongshan dist., tainan city)","林俊吉( Lin, Chun-Chi)",8,10 kg,Specialty Coffee Association,2016,June 1 2017,"lin, che-hao krude 林哲豪",Yellow Bourbon,,Natural / Dry
587,El Salvador,la montaña,13,soc. coop. de caf. de ciudad barrios de r.l.,09-134-17,soc. coop. de caf. de ciudad barrios de r.l.,1250,cacahuatique,Soc. Coop. de Caf. de Ciudad Barrios de R.L.,275,69 kg,Salvadoran Coffee Council,2017,May 8 2017,consejo salvadoreño del café,Bourbon,,Washed / Wet
588,Costa Rica,gamboa,8866-2,beneficio montañas del diamante,5-025-0109,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,250,69 kg,Specialty Coffee Association of Costa Rica,2016,April 28 2017,"ceca, s.a.",Caturra,,Washed / Wet
589,Honduras,los hicaques,103,cigrah s.a de c.v.,13-111-053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondureño del Café,2017,April 6 2017,bismarck castro,Caturra,,Natural / Dry
590,Brazil,capoeirinha,260/15,dry mill,002/1660/0048,ipanema coffees,905,south of minas,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2015,April 25 2016,ipanema coffees,Yellow Bourbon,,Pulped natural / honey
591,China,man ganna estate,YNC-16057,"puwen lvyou coffee co.,ltd",,yunnan coffee exchange,1100,yunnan,"Puwen Lvyou Coffee Co.,Ltd",3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Natural / Dry
592,China,pu'er lingdu yunlin coffee co.ltd,YNC-16014,pu'er lingdu yunlin coffee co.ltd mill,5.30E+12,yunnan coffee exchange,1500,menglian,Pu'er Lingdu Yunlin Coffee Co.LTD,3,60 kg,Yunnan Coffee Exchange,2015,April 5 2016,yunnan coffee exchange,Catimor,,Washed / Wet
593,Colombia,,,,3-37-0127,racafe & cia s.c.a,1775,huila,La Plata,250,70 kg,Almacafé,2014,November 7 2014,racafe & cia s.c.a,Caturra,,Washed / Wet
594,Malawi,msese,,mzuzu coffee coop union,C21,mzuzu coffee planters coop union,1442,mzuzu,Mzuzu Coffee Planters Coop Union,29,60 kg,Africa Fine Coffee Association,2014,November 4 2014,afca,Gesha,,Washed / Wet
595,Guatemala,el morito,,el morito,11/972/34,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,June 16 2014,juan luis alvarado romero,Pacas,,Washed / Wet
596,Colombia,,,trilladora mercedes,3-201-1817,coffee export,1.65,huila,,275,1 kg,Almacafé,2014,May 27 2014,coffee export,Typica,,Washed / Wet
597,United States (Hawaii),,,,KP010914,kona pacific farmers cooperative,,kona,,10,80 lbs,Specialty Coffee Association,2013,February 5 2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry
598,United States (Hawaii),,,,KF010914,kona pacific farmers cooperative,,kona,,6,100 lbs,Specialty Coffee Association,2013,February 4 2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry
599,Colombia,several,,antioquia,3-332-0028,the coffee source inc.,1300,antioquia,several,250,1 kg,Specialty Coffee Association of Costa Rica,2013,January 21 2014,the coffee source inc.,Caturra,,Washed / Wet
600,Mexico,san lorenzo,,algel de albino de corzo,016-2129,cesmach s.c.,1550,chiapas,CARLOS O. VELAZCO LOPEZ,32,1 kg,AMECAFE,2013,March 29 2013,nestor mendez gomez,Typica,,Washed / Wet
601,Mexico,tlamatoca,,cafetalera la cuchilla,1104289425,,1200,veracruz,FRANCISCO R. DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,July 11 2012,sergio de la vequia bernardi,Typica,,Washed / Wet
602,Mexico,,,,1302910536,cafe shunuc,1200,atoyac de alvarez,ROMULO BELLO FLORES,21,1 kg,AMECAFE,2012,June 6 2012,romulo bello flores,Typica,,Natural / Dry
603,Colombia,supply chain ecom cca s.a.,,south huila,3-79-0334,ecom cca s.a.,1625,south huila,Supply Chain ECOM CCA S.A.,250,70 kg,Almacafé,2012,April 11 2012,,Caturra,,Washed / Wet
604,Colombia,,,,3-37-0767,c.i.racafe & cia s.c.a,1775,huila,LA PLATA,100,70 kg,Almacafé,2012,March 5 2012,racafe & cia s.c.a,Caturra,,Washed / Wet
605,United States (Hawaii),,,,2135401,cqi,,kona,,6,100 lbs,Specialty Coffee Association,2012,February 23 2012,kona pacific farmers cooperative,Hawaiian Kona,,Washed / Wet
606,Panama,hacienda la esmeralda,,hacienda la esmeralda,29,hacienda la esmeralda,1100,boquete,Price Peterson,300,2 kg,Specialty Coffee Association,2012,February 23 2012,rachel peterson,Catuai,,Washed / Wet
607,United States (Hawaii),,,,HDOA 210688,,,kona,,14,1,Specialty Coffee Association,,June 29 2010,kona pacific farmers cooperative,,,
608,Brazil,capoeirinha,019/17,dry mill,002/1660/0079,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,October 20 2017,ipanema coffees,Bourbon,,Natural / Dry
609,Brazil,capoeirinha,007/16D,dry mill,002/1660/0105,ipanema coffees,934,south of minas,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,August 16 2016,ipanema coffees,Bourbon,,Natural / Dry
610,Laos,savan coffee bean,1,non,,宸嶧國際,1300,"paksong,laos","Paksong,Laos",60,50 kg,Blossom Valley International,2015,June 2 2016,cqi taiwan icp cqi台灣合作夥伴,Catimor,,Washed / Wet
611,El Salvador,el barbaro,1,santa adelaida,09-0488-001,consejo salvadoreño del café,1200,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2016,March 29 2016,consejo salvadoreño del café,Pacas,,Washed / Wet
612,Mexico,gabriel bernard rivas ross,53,beneficio dos puentes,,finca kassandra,1300,veracruz,Finca Kassandra,8,8 kg,Centro Agroecológico del Café A.C.,2016,February 25 2016,josé luis rojas yeo,,,
613,Colombia,,,,03/01/6894,federacion nacional de cafeteros,,huila,,1,2 kg,Almacafé,2015,November 3 2015,federacion nacional de cafeteros,,,Washed / Wet
614,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,October 8 2015,ipanema coffees,Yellow Bourbon,,Natural / Dry
615,Brazil,santa maria,,,002/4542/0213,bourbon specialty coffees,,monte carmelo,MANOEL CARDOSO AND GALILEO CARDOSO,300,60 kg,Brazil Specialty Coffee Association,2014,January 15 2015,bourbon specialty coffees,Catuai,,Natural / Dry
616,"Tanzania, United Republic Of",nitin,,nitin coffee estate,C25,nitin coffee estate,1700,karatu arusha,Nitin Coffee Estate,93,60 kg,Africa Fine Coffee Association,2014,December 18 2014,nitin coffee estate,Other,,Washed / Wet
617,"Tanzania, United Republic Of",ampcg,,taylor winch (t) ltd,C20,taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,77,60 kg,Africa Fine Coffee Association,2014,December 15 2014,taylor winch (t) ltd,Bourbon,,Washed / Wet
618,Taiwan,伊娜咖啡莊園,,伊娜咖啡莊園,Taiwan台灣,宸嶧國際,1200,嘉義阿里山,林道明,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet
619,Mexico,los llanitos,,la yerba,703805790,productos y servicios chilindron s.a. de c.v.,1296,la yerba,AVELINO CHAVEZ REYNA,11,1 kg,AMECAFE,2014,August 15 2014,productos y servicios chilindron s.a. de c.v.,Typica,,Natural / Dry
620,Uganda,bugisu shamba,,kawacom,793,afca,1650,mt elgon,Kawacom Uganda Ltd,1,60 kg,Uganda Coffee Development Authority,2013,June 25 2014,kawacom uganda ltd,SL14,,Washed / Wet
621,Taiwan,zhuo wu shan coffee 卓武山咖啡農場,,zhuo wu shan coffee 卓武山咖啡農場,,blossom valley宸嶧國際,1240,chiayi alishan 嘉義縣阿里山鄉,Xu ding ye 許定燁,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet
622,Thailand,m10,,m10,,"coffeas co., ltd",1500,phahi,Koju Matsuzawa,300,60 kg,Specialty Coffee Institute of Asia,2013,September 3 2013,松澤宏樹 koju matsuzawa,Caturra,,Washed / Wet
623,Colombia,,,trilladora boananza,3-68-0049,exportadora de cafe condor s.a,1800,huila,,250,70 kg,Almacafé,2012,January 22 2013,exportadora de cafe condor s.a,Caturra,,Washed / Wet
624,El Salvador,,,,009/0060/44L1,atlantic specialty coffee,,,,288,1 kg,Specialty Coffee Association,2012,August 17 2012,adam kline,Other,,Washed / Wet
625,Guatemala,finca medina,,,-,finca medina,1500,antigua,-,275,69 kg,Asociacion Nacional Del Café,2012,July 17 2012,juan luis alvarado romero,Caturra,,Washed / Wet
626,Thailand,doi tung development project,,doi tung development project,-,mae fah luang foundation,,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,June 13 2012,doi tung development project,Other,,Washed / Wet
627,Mexico,finca monte grande,,,1506622904,cafe montegrande,1100,,AMIN JAVIER MOISES CEJA,36,1 kg,AMECAFE,2012,June 6 2012,montegrande,Other,,Washed / Wet
628,Mexico,finca castillos,,,F-30002939,grupo cafetalero los brujos,950,mahuixtlan,MARIA DE LOURDES ANCIRA ELIZONDO,23,1 kg,AMECAFE,2012,June 6 2012,grupo cafetalero los brujos spr de rl,Typica,,Washed / Wet
629,Colombia,la canada,,the beneficio is designed to be ecologic,2889,,1800,52 narino (exact location: mattituy; municipal region: florida code 381,Mariana Cabrera Pantoja; I.D.: 27 423 625,1,1 kg,Specialty Coffee Association,Spring 2011 in Colombia.,November 16 2011,george a. fernandez,,,
630,United States (Hawaii),,,,,,,kona,,37,100 lbs,Specialty Coffee Association,,September 20 2011,kona pacific farmers cooperative,,,
631,Mexico,kassandra,,,016-2484-05,,1400,mexico,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010-2011,April 6 2011,young kim,Blue Mountain,,
632,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0152,,1800,huila,,250,70 kg,Almacafé,4T/10,February 9 2011,exportadora de cafe condor s.a,,,
633,Colombia,,,,3-037-2273,,,,,270,70 kg,Almacafé,2009-2010,September 3 2010,racafe & cia s.c.a,,,
634,Guatemala,la esmeralda,11/23/0634,beneficio ixchel,11/23/0634,"unex guatemala, s.a.",1219,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,September 8 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
635,Taiwan,林園咖啡 lin yuan coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,林園咖啡 lin yuan coffee,Taiwan,taiwan coffee laboratory,1050,國姓鄉 guoshing township,林文弘 Lin Wen Hong,6,5 kg,Specialty Coffee Association,2016,August 22 2017,"lin, che-hao krude 林哲豪",Typica,,Pulped natural / honey
636,Brazil,,GO-669-16,copag armazéns gerais ltda.,,volcafe ltda.,,south of minas,,198,59 kg,Brazil Specialty Coffee Association,2016,April 19 2017,gabriel barbara,,,Pulped natural / honey
637,Taiwan,台中市新社區崑山里,1,台中市新社區崑山里,,宸嶧國際,200,changhua baguashan 彰化市八卦山,陳勝樂0912326001,1,10 kg,Blossom Valley International,2016 / 2017,February 13 2017,cqi taiwan icp cqi台灣合作夥伴,,,
